DistanceInKM,PredictedScore
0.293514221906662,1.0
8.543999671936035,0.0007673329673707485
2.2642979621887207,1.0603678674669936e-05
5.993535995483398,0.00030395330395549536
0.7338747382164001,1.0
0.8153179883956909,1.0
0.42645007371902466,1.0
8.476566314697266,0.0011928277090191841
0.685315728187561,1.0
4.170419216156006,0.002451911335811019
1.1820907592773438,0.0008913275087252259
1.377729892730713,0.13058532774448395
1.8158570528030396,0.003052630228921771
4.989219665527344,0.005753679666668177
1.2082815170288086,1.0
15.852384567260742,7.973745960043743e-05
0.18512028455734253,1.0
0.7600781321525574,0.9999933242797852
3.180459976196289,0.00023253558902069926
1.5829650163650513,0.00035678502172231674
5.062400817871094,0.00045490224147215486
3.9417781829833984,0.004015183076262474
6.932257652282715,6.389460759237409e-05
6.2042436599731445,0.003547253552824259
21.46185302734375,6.209406274138018e-05
1.540176510810852,0.0011743382783606648
1.1427209377288818,0.005896642338484526
1.6108590364456177,0.00023025345581118017
5.892679214477539,0.000548402895219624
1.5619100332260132,0.0019920601043850183
0.6477767825126648,0.9999986886978149
17.68571662902832,0.0004973654286004603
6.345685005187988,0.000334669224685058
5.31099271774292,0.000286328635411337
1.0981025695800781,0.09563514590263367
2.3403689861297607,0.001686937757767737
9.139093399047852,0.00011574758536880836
1.9991271495819092,0.00022492362768389285
3.001004219055176,0.009385237470269203
0.6913595795631409,0.9999678134918213
3.265002727508545,0.0018376907100901008
2.761462926864624,0.0004739279975183308
4.702883243560791,4.8695812438381836e-05
1.1124744415283203,0.19628243148326874
2.8337137699127197,7.205191650427878e-05
5.167091369628906,0.0027496623806655407
11.96104621887207,7.095421460689977e-05
0.6206039190292358,1.0
1.5473272800445557,0.0002499845577403903
3.8532047271728516,9.404889715369791e-05
5.99928092956543,0.00040446838829666376
3.3963468074798584,0.0007696863613091409
1.3236666917800903,0.005795236676931381
8.017664909362793,0.0013801496243104339
2.555807113647461,6.342903361655772e-05
1.7230501174926758,0.0004668454057537019
6.442506313323975,0.00024945076438598335
1.3125735521316528,0.0028213367331773043
4.596864700317383,0.00018254265887662768
1.9823873043060303,0.0003020311996806413
0.9248878359794617,0.020742040127515793
3.925750732421875,0.004995089489966631
10.45580005645752,0.00030816879007034004
1.656294345855713,0.0005105244927108288
3.721531867980957,0.0034999740310013294
7.061339855194092,0.00022125094255898148
8.09681510925293,0.0004460722557269037
1.3055148124694824,0.008613462559878826
2.3138697147369385,0.5356134176254272
0.7782533168792725,1.0
2.389265537261963,0.0006237137131392956
2.505929470062256,0.0006255938205868006
12.37162971496582,0.00021371447655837983
1.302725076675415,0.025933749973773956
1.4987107515335083,5.807908746646717e-05
5.2803568840026855,0.0009366103331558406
2.2693662643432617,0.00012123873602831736
20.662012100219727,0.002839069114997983
1.3252040147781372,0.11600101739168167
1.7656075954437256,0.00019250484183430672
1.0435395240783691,0.14767931401729584
2.9129581451416016,0.001498380326665938
6.258577346801758,0.0007976305787451565
2.334104061126709,0.0010149880545213819
2.1927075386047363,0.0013150576269254088
2.4994897842407227,0.0006492138491012156
0.8405153751373291,0.9849868416786194
1.7812516689300537,0.0002898213278967887
1.5534604787826538,0.0004025251546408981
5.845746994018555,0.0004254489904269576
1.0268614292144775,0.9997078776359558
1.0379806756973267,0.00436371797695756
3.6523513793945312,0.0007752830861136317
2.739166498184204,0.0023770062252879143
1.5706404447555542,0.00012043699825881049
2.704481363296509,0.000135393172968179
1.6418774127960205,0.00025053429999388754
1.739813208580017,0.00016155303455889225
2.061110496520996,0.002967655658721924
0.9936208128929138,0.007619778625667095
11.457353591918945,0.00010685607412597165
4.041472434997559,0.0005195866106078029
1.3610520362854004,0.0007301692385226488
2.421509027481079,0.0008841361268423498
0.6316047310829163,1.0
2.099447250366211,0.0022177663631737232
1.8958786725997925,0.0004832381091546267
18.78235626220703,0.00039768239366821945
8.579619407653809,0.00033352605532854795
3.190807819366455,0.0016947000985965133
1.8078927993774414,5.445232818601653e-05
1.1581120491027832,0.004757326561957598
1.7111440896987915,0.0010527390986680984
2.587726593017578,0.003179201390594244
1.4230159521102905,0.24910837411880493
2.936053991317749,0.0008684599306434393
2.1355910301208496,0.00034781001158989966
3.2435131072998047,0.0005288552492856979
2.199662685394287,0.0002460385439917445
1.0021566152572632,0.0017683636397123337
0.7723761796951294,0.42767834663391113
0.9650787711143494,0.999750554561615
4.631980895996094,0.00020033640612382442
0.7405234575271606,0.08550910651683807
3.952120542526245,0.0001834046997828409
2.026003360748291,0.0012212558649480343
3.2281112670898438,0.0002113091468345374
3.1988673210144043,0.0005734313162975013
1.8702830076217651,0.0035098548978567123
0.6051040291786194,0.4037550091743469
0.8447602391242981,0.4434909224510193
9.949514389038086,0.0002472894557286054
5.357348918914795,0.0033816162031143904
11.314481735229492,0.0012198444455862045
1.1008250713348389,0.0009618926560506225
1.305991291999817,0.0003308522282168269
5.175437927246094,0.0005373188760131598
0.9977734088897705,0.9997329115867615
1.67501699924469,0.12954792380332947
